last_updated,percent_change_24h,percent_change_1h,price_usd,24h_volume_usd,percent_change_7d
1518112468,0.2,-0.05,8234.75,9986730000.0,-10.74
1518112769,-0.08,-0.31,8214.92,9934340000.0,-10.95
1518112769,-0.08,-0.31,8214.92,9934340000.0,-10.95
1518112769,-0.08,-0.31,8214.92,9934340000.0,-10.95
1518112769,-0.08,-0.31,8214.92,9934340000.0,-10.95
1518112769,-0.08,-0.31,8214.92,9934340000.0,-10.95
1518113068,-0.29,-0.56,8200.78,9871340000.0,-11.07
1518113068,-0.29,-0.56,8200.78,9871340000.0,-11.07
1518113068,-0.29,-0.56,8200.78,9871340000.0,-11.07
1518113068,-0.29,-0.56,8200.78,9871340000.0,-11.07
1518113068,-0.29,-0.56,8200.78,9871340000.0,-11.07
1518113369,-0.68,-0.93,8172.97,9861960000.0,-11.31
1518113369,-0.68,-0.93,8172.97,9861960000.0,-11.31
1518113369,-0.68,-0.93,8172.97,9861960000.0,-11.31
1518113369,-0.68,-0.93,8172.97,9861960000.0,-11.31
1518114569,-1.29,-0.96,8134.89,9818650000.0,-11.57
1518114867,-1.19,-0.84,8145.3,9818130000.0,-11.46
1518115170,-1.13,-0.64,8151.39,9827310000.0,-11.33
1518115470,-0.98,-0.48,8163.44,9862040000.0,-11.16
1518115764,-0.93,-0.47,8164.02,9801380000.0,-11.16
1518116069,-0.56,-0.13,8193.55,9812560000.0,-10.76
1518116368,-0.26,0.23,8214.19,9680750000.0,-10.51
1518116669,-0.36,0.27,8202.47,9704760000.0,-10.58
1518116969,-0.19,0.61,8212.47,9666820000.0,-10.44
1518117268,0.01,0.76,8224.7,9681710000.0,-10.25
1518117570,0.31,1.3,8245.54,9725080000.0,-9.98
1518117867,0.87,1.82,8288.27,9790430000.0,-9.51
1518118169,1.05,2.01,8299.67,9778530000.0,-9.31
1518118468,1.34,2.15,8318.98,9745900000.0,-9.08
1518118769,1.19,1.82,8303.24,9778870000.0,-9.19
1518119069,1.71,2.14,8341.34,9862650000.0,-8.73
1518119670,2.63,2.72,8408.35,9884960000.0,-7.92
1518119670,2.63,2.72,8408.35,9884960000.0,-7.92
1518119969,2.85,2.77,8423.07,9905240000.0,-7.72
1518120268,2.49,2.18,8388.53,9878590000.0,-8.08
1518120569,2.17,1.61,8358.15,9817670000.0,-8.34
1518120870,2.14,1.27,8350.55,9838280000.0,-8.39
1518121168,2.45,1.39,8370.77,9873410000.0,-8.12
1518121469,2.48,1.19,8368.5,9871350000.0,-8.11
1518121769,2.46,0.76,8362.17,9822560000.0,-8.13
1518122069,2.56,0.67,8366.59,9798610000.0,-8.03
1518122367,2.72,0.66,8376.21,9799950000.0,-7.92
1518122663,2.65,0.34,8370.0,9778560000.0,-7.91
1518122970,2.33,-0.46,8334.97,9738640000.0,-8.22
1518123269,2.14,-0.68,8314.42,9682240000.0,-8.4
1518123564,2.09,-0.92,8305.84,9668070000.0,-8.5
1518124169,2.1,-1.1,8288.88,9664400000.0,-8.57
1518124467,2.44,-0.8,8309.95,9673430000.0,-8.32
1518124768,2.26,-0.93,8288.25,9712870000.0,-8.53
1518124768,2.26,-0.93,8288.25,9712870000.0,-8.53
1518125064,1.9,-1.33,8251.78,9644480000.0,-8.9
1518125368,1.61,-1.77,8218.04,9635140000.0,-9.23
1518125668,1.59,-1.92,8208.35,9635920000.0,-9.29
1518125969,1.78,-1.69,8214.59,9624740000.0,-9.19
1518126268,1.87,-1.62,8211.78,9681580000.0,-9.19
1518126569,2.26,-1.25,8233.16,9681330000.0,-8.93
1518126869,2.52,-0.9,8243.37,9672230000.0,-8.8
1518127167,2.72,-0.72,8248.9,9703350000.0,-8.7
1518127469,2.55,-0.96,8225.51,9676360000.0,-8.91
1518127768,2.56,-0.96,8214.39,9619820000.0,-9.03
1518128069,2.68,-0.78,8210.75,9662750000.0,-9.0
1518128367,2.98,-0.67,8220.1,9663190000.0,-8.89
1518128668,2.99,-0.68,8205.01,9634210000.0,-9.03
1518128968,2.95,-0.57,8185.22,9568340000.0,-9.19
1518129263,3.32,-0.22,8214.3,9578000000.0,-8.85
1518129565,4.5,0.72,8276.53,9667650000.0,-8.13
1518129867,5.24,1.15,8319.77,9683840000.0,-7.62
1518130167,5.2,0.92,8302.49,9662590000.0,-7.78
1518130468,5.18,0.74,8288.45,9617090000.0,-7.91
1518130768,5.06,0.47,8268.36,9572900000.0,-8.08
1518131068,5.14,0.44,8263.83,9572050000.0,-8.12
1518131368,4.97,0.2,8240.07,9530460000.0,-8.36
1518131667,5.3,0.43,8255.96,9467710000.0,-8.16
1518131964,5.07,0.23,8229.93,9452370000.0,-8.42
1518132264,5.25,0.3,8233.13,9412530000.0,-8.36
1518132561,5.77,0.66,8273.29,9423630000.0,-7.89
1518132868,6.46,0.67,8306.09,9478280000.0,-7.49
1518133168,6.65,0.65,8309.64,9452410000.0,-7.43
1518133467,6.52,0.28,8287.67,9402240000.0,-7.63
1518133767,6.42,-0.27,8269.12,9364810000.0,-7.82
1518134065,6.28,-0.36,8256.92,9356960000.0,-7.93
1518134368,6.57,-0.05,8265.59,9346750000.0,-7.79
1518134669,6.7,0.17,8271.84,9343240000.0,-7.66
1518134968,6.27,-0.23,8235.48,9292510000.0,-8.06
1518135267,6.08,-0.4,8219.18,9221180000.0,-8.2
1518135559,5.55,-0.86,8178.13,9206170000.0,-8.64
1518135867,5.13,-1.31,8148.62,9179950000.0,-8.92
1518136167,5.14,-1.45,8150.87,9197380000.0,-8.85
1518136469,5.18,-1.5,8155.87,9151740000.0,-8.73
1518136769,4.59,-2.03,8115.41,9110820000.0,-9.14
1518137068,4.07,-2.42,8081.88,9059570000.0,-9.52
1518137369,3.36,-2.92,8034.77,9069420000.0,-9.99
1518137667,2.73,-3.42,7994.08,8988100000.0,-10.4
1518137969,2.47,-3.27,7982.98,9028450000.0,-10.46
1518138265,2.35,-3.15,7982.53,9029840000.0,-10.45
1518138568,1.91,-3.19,7957.65,9014490000.0,-10.71
1518138866,1.76,-3.21,7955.92,9003920000.0,-10.69
1518139169,1.84,-2.68,7974.76,9038160000.0,-10.43
1518139469,1.9,-2.07,7992.15,9055960000.0,-10.22
1518139769,1.53,-1.99,7976.12,9090630000.0,-10.37
1518140368,1.27,-1.35,7979.94,9060020000.0,-10.28
1518140668,1.48,-0.87,8005.84,9094420000.0,-9.97
1518140668,1.48,-0.87,8005.84,9094420000.0,-9.97
1518140968,1.65,-0.29,8025.95,9089000000.0,-9.73
1518141266,1.71,0.06,8036.59,9090610000.0,-9.59
1518141567,1.93,0.77,8059.74,9097660000.0,-9.29
1518141868,2.15,1.23,8082.79,9123440000.0,-8.99
1518142165,2.15,1.45,8090.24,9141220000.0,-8.91
1518142466,1.92,1.33,8080.02,9106690000.0,-9.0
1518143066,1.34,0.97,8048.75,9029940000.0,-9.29
1518143366,1.14,0.82,8040.14,9035150000.0,-9.33
1518143667,1.1,0.76,8044.21,9013370000.0,-9.24
1518143667,1.1,0.76,8044.21,9013370000.0,-9.24
1518143968,1.03,0.62,8047.84,8999810000.0,-9.2
1518144269,0.98,0.58,8054.49,9017310000.0,-9.05
1518144564,1.5,1.03,8095.65,9049500000.0,-8.53
1518144867,1.63,1.12,8130.51,9064230000.0,-8.09
1518145169,1.92,1.27,8164.92,9104270000.0,-7.62
1518145466,1.87,1.35,8171.69,9103180000.0,-7.54
1518145767,1.63,1.14,8162.25,9082590000.0,-7.53
1518146069,1.32,0.97,8145.79,9068550000.0,-7.65
1518146368,0.98,0.77,8125.92,9025440000.0,-7.81
1518146669,0.35,0.35,8082.17,8969960000.0,-8.23
1518146969,0.11,0.26,8070.13,8905350000.0,-8.37
1518147261,0.14,0.28,8072.45,8948130000.0,-8.27
1518147565,0.02,0.21,8072.33,9022390000.0,-8.2
1518147867,-0.26,-0.22,8057.15,8986210000.0,-8.31
1518148168,-0.26,-0.61,8061.21,9038950000.0,-8.16
1518148468,0.05,-0.36,8088.67,9041020000.0,-7.74
1518148767,0.17,-0.37,8099.96,9064970000.0,-7.61
1518149068,0.3,-0.46,8112.61,9082280000.0,-7.4
1518149367,0.12,-0.62,8099.62,9018510000.0,-7.49
1518149668,-0.33,-0.94,8065.54,8976020000.0,-7.82
1518149963,-0.56,-0.89,8046.49,9031980000.0,-7.97
1518150267,-0.62,-0.78,8041.06,8979220000.0,-7.92
1518150568,-0.62,-0.61,8040.14,8993820000.0,-7.9
1518150868,-0.53,-0.4,8044.95,8963630000.0,-7.74
1518151167,-0.73,-0.53,8026.4,8925990000.0,-7.88
1518151469,-1.0,-0.88,8003.77,8919790000.0,-8.03
1518151769,-1.27,-1.23,7982.54,8889110000.0,-8.2
1518152066,-1.33,-1.34,7975.77,8872070000.0,-8.28
1518152366,-1.52,-1.52,7963.51,8819090000.0,-8.36
1518152666,-1.64,-1.61,7952.12,8814410000.0,-8.43
1518152968,-1.57,-1.52,7956.08,8815430000.0,-8.26
1518153267,-1.74,-1.71,7939.18,8786550000.0,-8.45
1518153566,-2.12,-2.0,7905.83,8721890000.0,-8.77
1518153866,-2.27,-2.03,7892.43,8758400000.0,-8.86
1518154166,-2.36,-1.98,7884.71,8772180000.0,-8.82
1518154467,-2.23,-1.68,7896.06,8772650000.0,-8.68
1518154767,-1.98,-1.24,7917.23,8790830000.0,-8.33
1518155068,-1.8,-0.9,7933.63,8836950000.0,-8.02
1518155367,-1.54,-0.48,7954.56,8844870000.0,-7.78
1518155668,-1.07,0.23,7990.79,8877600000.0,-7.23
1518155967,-1.1,0.24,7986.68,8844770000.0,-7.24
1518156266,-1.42,0.06,7958.54,8818960000.0,-7.49
1518156567,-1.55,0.14,7946.19,8767530000.0,-7.51
1518156866,-1.58,0.19,7942.86,8747190000.0,-7.47
1518157166,-1.32,0.52,7963.21,8787660000.0,-7.2
1518157466,-0.97,1.02,7992.79,8796450000.0,-6.74
1518157766,-0.89,1.21,8001.25,8806990000.0,-6.6
1518158066,-0.81,1.36,8012.69,8797520000.0,-6.39
1518158367,-0.83,1.19,8011.66,8792720000.0,-6.32
1518158666,-0.95,0.94,8004.15,8776950000.0,-6.33
1518158966,-1.06,0.63,7998.36,8744870000.0,-6.32
1518159264,-0.96,0.62,8006.56,8734700000.0,-6.14
1518159567,-1.06,0.62,8008.16,8775260000.0,-6.01
1518159866,-0.78,0.92,8036.79,8770510000.0,-5.65
1518160166,-0.74,0.97,8046.08,8774040000.0,-5.49
1518160467,-0.42,1.38,8077.16,8793780000.0,-5.08
1518160767,-0.11,1.64,8107.55,8818740000.0,-4.72
1518161066,-0.25,1.55,8100.28,8793940000.0,-4.78
1518161366,-0.52,1.16,8082.66,8749050000.0,-4.95
1518161666,-0.78,0.88,8067.75,8741890000.0,-5.1
1518161966,-0.96,0.69,8059.26,8728380000.0,-5.18
1518162267,-0.9,0.81,8071.47,8705940000.0,-5.02
1518162567,-1.02,0.7,8067.27,8717230000.0,-5.06
1518162867,-0.99,0.72,8074.46,8691570000.0,-4.94
1518163465,-0.94,0.69,8084.52,8634090000.0,-4.82
1518163766,-1.34,0.02,8064.53,8585940000.0,-5.06
1518164066,-1.91,-0.5,8025.35,8566660000.0,-5.5
1518164366,-2.12,-0.73,8015.2,8514860000.0,-5.64
1518164668,-2.28,-0.92,8008.1,8497730000.0,-5.74
1518164668,-2.28,-0.92,8008.1,8497730000.0,-5.74
1518164966,-2.56,-1.13,7991.21,8488040000.0,-5.94
1518165266,-2.55,-1.02,7998.82,8462400000.0,-5.86
1518165565,-2.47,-0.77,8012.87,8479250000.0,-5.69
1518165868,-2.28,-0.42,8036.77,8493170000.0,-5.38
1518166167,-2.4,-0.47,8035.57,8462810000.0,-5.38
1518166466,-2.33,-0.27,8050.6,8441270000.0,-5.21
1518166766,-1.96,0.29,8091.32,8480380000.0,-4.72
1518167065,-1.43,0.99,8146.58,8571520000.0,-4.03
1518167666,-1.15,1.96,8189.04,8606560000.0,-3.5
1518167666,-1.15,1.96,8189.04,8606560000.0,-3.5
1518167966,-1.05,2.35,8205.55,8614500000.0,-3.31
1518168266,-0.72,2.8,8240.72,8660810000.0,-2.88
1518168565,-0.65,3.05,8253.18,8671130000.0,-2.71
1518168867,-0.74,2.97,8251.78,8654820000.0,-2.71
1518168867,-0.74,2.97,8251.78,8654820000.0,-2.71
1518169466,-0.3,3.35,8299.79,8683120000.0,-2.11
1518169466,-0.3,3.35,8299.79,8683120000.0,-2.11
1518169466,-0.3,3.35,8299.79,8683120000.0,-2.11
1518170365,-0.73,2.36,8280.46,8649270000.0,-2.29
1518170365,-0.73,2.36,8280.46,8649270000.0,-2.29
1518170966,-0.35,2.01,8321.22,8669420000.0,-1.87
1518171266,-0.68,1.39,8299.68,8587760000.0,-2.13
1518171567,-1.03,0.7,8277.04,8564520000.0,-2.44
1518171866,-1.38,0.37,8254.95,8541320000.0,-2.71
1518172166,-1.48,0.14,8253.14,8486860000.0,-2.75
1518172466,-1.89,-0.39,8224.81,8435400000.0,-3.1
1518172767,-1.7,-0.33,8246.22,8437960000.0,-2.9
1518173067,-1.57,-0.19,8261.98,8482620000.0,-2.7
1518173367,-1.45,-0.08,8276.0,8474120000.0,-2.56
1518173668,-1.42,-0.18,8283.71,8450500000.0,-2.49
1518173966,-1.61,-0.32,8272.56,8429210000.0,-2.65
1518174267,-1.82,-0.4,8262.2,8382880000.0,-2.81
1518174567,-2.06,-0.48,8249.73,8347650000.0,-2.98
1518174866,-2.18,-0.46,8247.86,8348790000.0,-3.03
1518175166,-2.1,-0.1,8263.4,8357420000.0,-2.9
1518175467,-1.85,0.41,8293.44,8396070000.0,-2.53
1518175767,-1.7,0.74,8314.32,8404290000.0,-2.3
1518176065,-1.86,0.66,8307.14,8388950000.0,-2.39
1518176366,-1.81,0.77,8316.56,8386330000.0,-2.29
1518176666,-1.57,0.98,8340.53,8411450000.0,-2.02
1518176966,-1.45,1.1,8352.04,8437340000.0,-1.92
1518177266,-1.47,1.0,8350.09,8411870000.0,-1.93
1518177567,-1.79,0.71,8323.36,8392590000.0,-2.26
1518177867,-1.86,0.64,8317.96,8375180000.0,-2.33
1518178168,-2.03,0.42,8302.61,8378290000.0,-2.51
1518178464,-2.1,0.41,8298.35,8362060000.0,-2.55
1518178768,-2.16,0.18,8293.83,8348830000.0,-2.63
1518179066,-2.34,-0.07,8278.73,8308450000.0,-2.8
1518179366,-2.51,-0.42,8262.9,8275510000.0,-3.01
1518179667,-2.47,-0.68,8264.31,8274710000.0,-2.99
1518179966,-2.37,-0.65,8271.13,8275920000.0,-2.91
1518180268,-2.25,-0.62,8280.07,8254460000.0,-2.83
1518180567,-2.26,-0.67,8277.49,8247300000.0,-2.87
1518180868,-2.36,-0.77,8266.67,8217680000.0,-3.01
1518181167,-2.5,-0.85,8252.92,8207470000.0,-3.18
1518181468,-2.47,-0.74,8253.21,8202760000.0,-3.19
1518181765,-2.28,-0.58,8265.96,8204990000.0,-3.03
1518182067,-2.13,-0.25,8275.68,8206980000.0,-2.91
1518182366,-2.0,-0.1,8284.11,8224440000.0,-2.8
1518182666,-2.02,-0.0,8281.63,8171060000.0,-2.82
1518182967,-2.08,0.01,8274.94,8144060000.0,-2.87
1518183267,-1.93,0.13,8286.57,8107680000.0,-2.73
1518183566,-1.79,0.3,8297.38,8132090000.0,-2.61
1518183866,-1.57,0.54,8315.0,8150450000.0,-2.41
1518184167,-1.61,0.52,8311.55,8139390000.0,-2.45
1518184466,-1.59,0.58,8314.74,8122270000.0,-2.42
1518185066,-1.6,0.56,8314.19,8102470000.0,-2.44
1518185368,-1.34,0.77,8332.51,8122220000.0,-2.25
1518185666,-0.92,1.14,8363.49,8201980000.0,-1.88
1518185966,-0.35,1.59,8404.46,8240090000.0,-1.42
1518186266,-0.04,1.69,8423.16,8274420000.0,-1.22
1518186266,-0.04,1.69,8423.16,8274420000.0,-1.22
1518186567,-0.11,1.46,8408.54,8262380000.0,-1.43
1518186867,-0.11,1.28,8400.61,8239660000.0,-1.55
1518187168,0.33,1.56,8429.53,8258840000.0,-1.22
1518187466,0.69,1.82,8453.16,8309640000.0,-0.97
1518187767,1.02,1.95,8469.63,8367670000.0,-0.81
1518188066,1.15,1.98,8478.57,8367030000.0,-0.74
1518188367,1.02,1.61,8459.27,8330980000.0,-0.98
1518188667,1.28,1.56,8466.18,8327560000.0,-0.91
1518189268,1.25,0.91,8450.38,8275600000.0,-1.12
1518189568,1.18,0.55,8434.7,8255440000.0,-1.35
1518189568,1.18,0.55,8434.7,8255440000.0,-1.35
1518189867,1.17,0.49,8430.04,8255500000.0,-1.4
1518190165,1.19,0.25,8425.64,8251040000.0,-1.48
1518190467,1.15,-0.17,8416.37,8215390000.0,-1.61
1518190767,0.99,-0.5,8398.11,8202510000.0,-1.85
1518191066,1.0,-0.51,8397.08,8190950000.0,-1.88
1518191367,1.18,-0.54,8405.6,8195690000.0,-1.82
1518191667,1.38,-0.51,8416.92,8210540000.0,-1.69
1518191967,1.22,-0.81,8398.49,8181100000.0,-1.93
1518192267,1.2,-0.82,8395.02,8176800000.0,-1.99
1518192567,1.26,-0.69,8392.25,8070990000.0,-2.04
1518192867,1.32,-0.65,8391.66,8062400000.0,-2.06
1518193166,1.53,-0.47,8405.17,8082870000.0,-1.92
1518193467,1.75,-0.17,8416.81,8058720000.0,-1.85
1518193766,2.02,0.15,8433.99,8069710000.0,-1.65
1518194067,2.23,0.36,8445.36,8093680000.0,-1.56
1518194368,2.37,0.49,8451.41,8085980000.0,-1.58
1518194668,2.42,0.48,8445.4,8044290000.0,-1.66
1518194967,2.37,0.4,8437.56,8014100000.0,-1.78
1518195268,2.38,0.34,8429.72,7993340000.0,-1.93
1518195567,2.47,0.35,8429.61,7988000000.0,-1.98
1518195866,2.51,0.35,8430.1,7991090000.0,-2.02
1518196168,2.62,0.39,8432.84,7997610000.0,-2.04
1518196468,2.8,0.44,8442.69,7991580000.0,-1.97
1518196767,3.01,0.51,8454.44,7995340000.0,-1.86
1518197068,3.18,0.51,8466.82,8004090000.0,-1.77
1518197367,3.5,0.8,8491.27,8029080000.0,-1.57
1518197666,4.01,1.18,8532.2,8084020000.0,-1.12
1518197969,4.46,1.51,8568.0,8170430000.0,-0.82
1518198269,5.03,2.06,8613.83,8208720000.0,-0.35
1518198568,5.51,2.52,8650.25,8270500000.0,0.05
1518198868,5.59,2.66,8660.89,8305260000.0,0.12
1518199166,5.49,2.6,8653.3,8276890000.0,-0.02
1518199467,5.5,2.63,8658.23,8287500000.0,-0.02
1518199767,5.73,2.88,8679.78,8318950000.0,0.12
1518200068,5.86,2.85,8693.56,8330500000.0,0.2
1518200366,5.94,2.84,8704.67,8309900000.0,0.32
1518200969,5.33,1.72,8667.96,8276780000.0,-0.23
1518201266,5.12,1.52,8650.75,8274640000.0,-0.48
1518201266,5.12,1.52,8650.75,8274640000.0,-0.48
1518201567,4.97,1.02,8640.75,8269110000.0,-0.67
1518201867,4.86,0.47,8635.74,8248540000.0,-0.8
1518202167,4.69,-0.1,8625.5,8253990000.0,-1.0
1518202467,4.65,-0.17,8625.52,8269700000.0,-1.08
1518202766,4.69,-0.23,8632.9,8261220000.0,-1.06
1518203067,4.81,-0.29,8646.39,8286390000.0,-0.97
1518203367,4.93,-0.09,8667.32,8300910000.0,-0.77
1518203669,4.95,-0.09,8674.42,8297850000.0,-0.72
1518203967,5.09,0.09,8685.82,8309950000.0,-0.61
1518204268,5.21,0.28,8699.12,8333640000.0,-0.47
1518204568,5.27,0.44,8707.48,8331220000.0,-0.39
1518204868,5.22,0.61,8704.88,8321820000.0,-0.46
1518205168,5.19,0.66,8705.59,8291960000.0,-0.45
1518205469,4.98,0.66,8696.61,8283000000.0,-0.56
1518205768,4.84,0.59,8685.16,8275540000.0,-0.69
1518206068,4.64,0.39,8672.4,8263470000.0,-0.83
1518206369,4.55,0.25,8666.96,8241930000.0,-0.91
1518206669,4.5,0.16,8669.48,8234990000.0,-0.87
1518206968,4.82,0.3,8694.01,8259160000.0,-0.58
1518207267,4.95,0.39,8708.53,8273950000.0,-0.4
1518207568,4.78,0.12,8700.1,8253770000.0,-0.48
1518208168,4.31,-0.43,8658.78,8229940000.0,-0.91
1518208467,4.14,-0.6,8647.64,8216510000.0,-1.03
1518208467,4.14,-0.6,8647.64,8216510000.0,-1.03
1518208768,4.01,-0.71,8634.22,8215480000.0,-1.19
1518209067,3.82,-0.85,8621.29,8209780000.0,-1.33
1518209367,3.73,-0.89,8610.9,8190620000.0,-1.45
1518209667,3.67,-0.86,8607.96,8186840000.0,-1.49
1518209967,3.57,-1.01,8596.82,8181310000.0,-1.62
1518210267,3.73,-0.9,8604.98,8189380000.0,-1.52
1518210567,3.87,-0.81,8615.23,8231160000.0,-1.4
1518210868,3.8,-0.85,8609.7,8203260000.0,-1.44
1518211167,3.62,-1.0,8593.6,8172910000.0,-1.6
1518211466,3.68,-0.99,8596.4,8152800000.0,-1.54
1518211768,3.38,-1.04,8567.32,8134980000.0,-1.82
1518212066,3.43,-1.04,8567.69,8103020000.0,-1.79
1518212367,3.2,-1.07,8545.36,8099990000.0,-2.01
1518212669,3.14,-0.97,8536.14,8071240000.0,-2.12
1518212965,3.52,-0.65,8563.92,6739190000.0,-1.76
1518213266,3.77,-0.37,8581.01,6763960000.0,-1.46
1518213565,4.03,-0.11,8599.68,6769070000.0,-1.24
1518213865,4.01,-0.14,8595.18,6755860000.0,-1.24
1518214166,3.88,-0.24,8583.05,6738100000.0,-1.29
1518214465,3.83,-0.34,8573.87,6717730000.0,-1.36
1518214766,3.46,-0.58,8544.09,6704370000.0,-1.65
1518215067,3.41,-0.54,8538.37,6687080000.0,-1.66
1518215365,3.41,-0.52,8535.25,6687240000.0,-1.65
1518215966,3.55,-0.22,8546.19,6678860000.0,-1.41
1518216266,3.74,-0.07,8559.89,6686160000.0,-1.23
1518216565,3.89,-0.02,8568.23,6684270000.0,-1.09
1518216565,3.89,-0.02,8568.23,6684270000.0,-1.09
1518216865,4.37,0.42,8606.13,6702640000.0,-0.61
1518217167,4.61,0.51,8620.2,6735930000.0,-0.39
1518217465,4.62,0.45,8621.77,6716840000.0,-0.32
1518217766,4.72,0.57,8628.36,6714680000.0,-0.19
1518218067,4.98,1.0,8647.68,6736950000.0,0.1
1518218367,5.29,1.37,8669.36,6750840000.0,0.4
1518218666,5.42,1.43,8673.61,6763960000.0,0.47
1518218966,5.57,1.59,8678.9,6754060000.0,0.58
1518219266,5.77,1.57,8681.02,6747370000.0,0.64
1518219566,5.97,1.65,8696.82,6750900000.0,0.88
1518219865,6.41,1.95,8725.31,6778310000.0,1.22
1518220169,6.7,1.71,8734.22,6790200000.0,1.4
1518220467,6.67,1.52,8731.5,6784030000.0,1.39
1518220767,6.81,1.41,8736.98,6784820000.0,1.49
1518221066,6.69,1.02,8720.08,6772340000.0,1.3
1518221366,6.68,0.76,8709.42,6747740000.0,1.19
1518221666,6.77,0.73,8711.6,6750200000.0,1.24
1518221966,7.21,0.87,8738.44,6764250000.0,1.58
1518222265,8.17,1.68,8808.39,6843610000.0,2.41
1518222566,8.72,1.88,8845.46,6912010000.0,2.87
1518222866,9.32,2.3,8887.71,6926230000.0,3.36
1518223164,9.47,2.25,8894.05,6939830000.0,3.45
1518223466,9.75,2.34,8911.36,6921710000.0,3.67
1518223766,9.9,2.27,8915.99,6930860000.0,3.73
1518224066,10.3,2.51,8940.97,6938580000.0,4.03
1518224366,10.58,2.67,8956.82,6939200000.0,4.21
1518224667,10.31,2.37,8932.8,6931610000.0,3.92
1518224966,10.68,2.52,8956.72,6941040000.0,4.2
1518225267,10.88,2.42,8965.05,7009120000.0,4.28
1518225567,11.09,2.18,8975.0,7006240000.0,4.38
1518225867,11.19,1.8,8973.34,6987870000.0,4.35
1518226166,11.0,1.47,8958.01,6969890000.0,4.16
1518226467,10.95,0.87,8954.33,6979440000.0,4.11
1518226767,11.41,1.0,8988.02,7002900000.0,4.5
1518227065,11.55,1.06,8993.87,7006060000.0,4.57
1518227366,11.24,0.5,8962.8,6976040000.0,4.21
1518227667,10.75,-0.12,8925.32,6954760000.0,3.77
1518227967,10.55,-0.42,8907.39,6940280000.0,3.57
1518228266,10.3,-0.67,8885.05,6934980000.0,3.31
1518228566,10.49,-0.63,8897.8,6933750000.0,3.45
1518228867,10.63,-0.58,8907.84,6962290000.0,3.57
1518229166,11.07,-0.2,8941.88,6976820000.0,3.97
1518229466,11.24,-0.08,8956.57,6980440000.0,4.15
1518229767,11.14,-0.22,8953.12,8018350000.0,4.12
1518230067,10.9,-0.38,8937.81,8012900000.0,3.95
1518230368,11.05,-0.12,8952.8,8019590000.0,4.12
1518230666,11.03,-0.1,8954.67,8051430000.0,4.15
1518230969,11.25,0.35,8974.77,8067530000.0,4.36
1518231268,11.29,0.58,8980.59,8085440000.0,4.41
1518231567,11.24,0.73,8979.0,8091400000.0,4.37
1518231868,11.42,0.94,8994.69,8096130000.0,4.52
1518232468,11.52,0.96,9008.99,8146140000.0,4.62
1518232767,11.45,0.77,9001.59,8150360000.0,4.54
1518233068,11.25,0.45,8981.86,8170560000.0,4.26
1518233369,11.83,0.85,9025.93,8188100000.0,4.74
1518233668,12.09,1.03,9042.99,8216150000.0,4.94
1518233668,12.09,1.03,9042.99,8216150000.0,4.94
1518233968,12.2,0.98,9046.98,8230430000.0,4.94
1518234268,12.41,1.08,9059.85,8217620000.0,5.07
1518234567,12.27,0.9,9044.02,8200320000.0,4.89
1518234867,12.25,0.72,9037.51,8170450000.0,4.79
1518235168,11.92,0.15,9005.77,8158600000.0,4.38
1518235467,11.84,0.01,8994.69,8149430000.0,4.25
1518236067,11.22,-0.63,8940.74,8103300000.0,3.58
1518236368,11.0,-1.05,8915.22,8095510000.0,3.26
1518236667,11.01,-1.07,8916.03,8122450000.0,3.25
1518236967,11.03,-1.18,8912.01,8120670000.0,3.19
1518236967,11.03,-1.18,8912.01,8120670000.0,3.19
1518237266,10.98,-1.38,8901.91,8072510000.0,3.07
1518237569,11.17,-1.52,8905.38,8108610000.0,3.12
1518237868,11.22,-1.44,8907.83,8097560000.0,3.15
1518238168,11.47,-1.23,8921.98,8100000000.0,3.32
1518238468,11.62,-1.02,8930.14,8117600000.0,3.4
1518238768,11.53,-0.97,8920.2,8100280000.0,3.29
1518239068,11.43,-0.76,8908.51,8090910000.0,3.15
1518239367,11.54,-0.59,8915.01,8089350000.0,3.23
1518239669,11.55,-0.3,8914.42,8075570000.0,3.23
1518240268,11.88,0.15,8939.3,8073920000.0,3.53
1518240567,12.04,0.39,8950.08,8066110000.0,3.65
1518240567,12.04,0.39,8950.08,8066110000.0,3.65
1518240868,12.16,0.51,8957.27,8077540000.0,3.73
1518241167,12.16,0.5,8955.58,8070830000.0,3.71
1518241468,12.32,0.59,8967.26,8062970000.0,3.86
1518241768,12.03,0.32,8944.02,8067760000.0,3.58
1518242067,12.04,0.37,8948.15,8056240000.0,3.62
1518242368,11.92,0.25,8939.55,8051490000.0,3.49
1518242668,11.97,0.27,8944.27,8039960000.0,3.5
1518242968,11.94,0.21,8941.14,8041230000.0,3.48
1518243267,12.05,0.31,8953.07,8027280000.0,3.59
1518243567,12.18,0.43,8964.84,8050470000.0,3.73
1518243867,12.59,0.72,9001.57,8068060000.0,4.1
1518244166,12.76,0.86,9017.85,8089550000.0,4.3
1518244468,12.7,0.77,9018.3,8093950000.0,4.29
1518244768,12.64,0.71,9015.33,8094530000.0,4.22
1518245069,12.84,0.93,9035.42,8130450000.0,4.44
1518245367,12.98,1.09,9049.9,8165210000.0,4.62
1518245667,12.94,1.12,9050.23,8161080000.0,4.61
1518245967,13.21,1.42,9075.01,8192430000.0,4.87
1518246268,13.56,1.77,9106.49,8246000000.0,5.21
1518246566,13.76,1.94,9122.55,8269050000.0,5.38
1518246866,13.56,1.6,9109.43,8268430000.0,5.2
